Accepted Symbol,Synonym Symbol,Scientific Name,Hybrid Genus Indicator,Genus,Hybrid Species Indicator,Species,Subspecies Prefix,Hybrid Subspecies Indicator,Subspecies,Variety Prefix,Hybrid Variety Indicator,Variety,Subvariety Prefix,Subvariety,Forma Prefix,Forma,Genera/Binomial Author,Trinomial Author,Quadranomial Author,Questionable Taxon Indicator,Parents,Genus,Family,Family Symbol,Kingdom
ACGR14,,Acer griseum,,Acer,,griseum,,,,,,,,,,,(Franch.) Pax,,,,,Acer,Aceraceae,ACERAC,Plantae
ACJA2,,Acer japonicum,,Acer,,japonicum,,,,,,,,,,,Thurb.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACLE,,Acer leucoderme,,Acer,,leucoderme,,,,,,,,,,,Small,,,,,Acer,Aceraceae,ACERAC,Plantae
ACLE,ACNIL,Acer nigrum var. leucoderme,,Acer,,nigrum,,,,var.,,leucoderme,,,,,Michx. f.,(Small) Fosberg,,,,Acer,,,
ACLE,ACSAL,Acer saccharum ssp. leucoderme,,Acer,,saccharum,ssp.,,leucoderme,,,,,,,,Marshall,(Small) Desmarais,,,,Acer,,,
ACLE,ACSAL2,Acer saccharum var. leucoderme,,Acer,,saccharum,,,,var.,,leucoderme,,,,,Marshall,(Small) Rehder,,,,Acer,,,
ACLE,SALE8,Saccharodendron leucoderme,,Saccharodendron,,leucoderme,,,,,,,,,,,(Small) Nieuwl.,,,,,Saccharodendron,,,
ACLE2,,Acer leucoderme × saccharum,,Acer,,leucoderme × saccharum,,,,,,,,,,,[unnamed hybrid],,,,,Acer,Aceraceae,ACERAC,Plantae
ACLE2,ACSE12,Acer ×senecaense,,Acer,×,senecaense,,,,,,,,,,,"Slavin, nom. inval.",,,,,Acer,,,
ACMA3,,Acer macrophyllum,,Acer,,macrophyllum,,,,,,,,,,,Pursh,,,,,Acer,Aceraceae,ACERAC,Plantae
ACNE2,,Acer negundo,,Acer,,negundo,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACNEA,,Acer negundo var. arizonicum,,Acer,,negundo,,,,var.,,arizonicum,,,,,L.,Sarg.,,,,Acer,Aceraceae,ACERAC,Plantae
ACNEC2,,Acer negundo var. californicum,,Acer,,negundo,,,,var.,,californicum,,,,,L.,(Torr. & A. Gray) Sarg.,,,,Acer,Aceraceae,ACERAC,Plantae
ACNEC2,ACNEC,Acer negundo ssp. californicum,,Acer,,negundo,ssp.,,californicum,,,,,,,,L.,(Torr. & A. Gray) Wesmael,,,,Acer,,,
ACNEC2,NECA6,Negundo californicum,,Negundo,,californicum,,,,,,,,,,,Torr. & A. Gray,,,,,Negundo,,,
ACNEI2,,Acer negundo var. interius,,Acer,,negundo,,,,var.,,interius,,,,,L.,(Britton) Sarg.,,,,Acer,Aceraceae,ACERAC,Plantae
ACNEI2,ACIN3,Acer interius,,Acer,,interius,,,,,,,,,,,Britton,,,,,Acer,,,
ACNEI2,ACNEI,Acer negundo ssp. interius,,Acer,,negundo,ssp.,,interius,,,,,,,,L.,(Britton) Á. Löve & D. Löve,,,,Acer,,,
ACNEI2,NEACI,Negundo aceroides ssp. interius,,Negundo,,aceroides,ssp.,,interius,,,,,,,,(L.) Moench,(Britton) Á. Löve & D. Löve,,,,Negundo,,,
ACNEI2,NEIN3,Negundo interius,,Negundo,,interius,,,,,,,,,,,(Britton) Rydb.,,,,,Negundo,,,
ACNEN,,Acer negundo var. negundo,,Acer,,negundo,,,,var.,,negundo,,,,,L.,L.,,,,Acer,Aceraceae,ACERAC,Plantae
ACNEN,ACNEV2,Acer negundo var. variegatum,,Acer,,negundo,,,,var.,,variegatum,,,,,L.,Jacques,,,,Acer,,,
ACNEN,NEAC,Negundo aceroides,,Negundo,,aceroides,,,,,,,,,,,(L.) Moench,,,,,Negundo,,,
ACNEN,NENE,Negundo negundo,,Negundo,,negundo,,,,,,,,,,,"(L.) Karst., nom. inval.",,,,,Negundo,,,
ACNET,,Acer negundo var. texanum,,Acer,,negundo,,,,var.,,texanum,,,,,L.,Pax,,,,Acer,Aceraceae,ACERAC,Plantae
ACNET,ACNEL,Acer negundo ssp. latifolium,,Acer,,negundo,ssp.,,latifolium,,,,,,,,L.,(Pax) Schwerin,,,,Acer,,,
ACNEV,,Acer negundo var. violaceum,,Acer,,negundo,,,,var.,,violaceum,,,,,L.,(G. Kirchn.) H. Jaeger,,,,Acer,Aceraceae,ACERAC,Plantae
ACNEV,NEACV,Negundo aceroides ssp. violaceum,,Negundo,,aceroides,ssp.,,violaceum,,,,,,,,(L.) Moench,(G. Kirchn.) W.A. Weber,,,,Negundo,,,
ACNI5,,Acer nigrum,,Acer,,nigrum,,,,,,,,,,,Michx. f.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACNI5,ACNIP,Acer nigrum var. palmeri,,Acer,,nigrum,,,,var.,,palmeri,,,,,Michx. f.,Sarg.,,,,Acer,,,
ACNI5,ACSAN,Acer saccharum ssp. nigrum,,Acer,,saccharum,ssp.,,nigrum,,,,,,,,Marshall,(Michx. f.) Desmarais,,,,Acer,,,
ACNI5,ACSAN2,Acer saccharum var. nigrum,,Acer,,saccharum,,,,var.,,nigrum,,,,,Marshall,(Michx. f.) Britton,,,,Acer,,,
ACNI5,ACSAV,Acer saccharum var. viride,,Acer,,saccharum,,,,var.,,viride,,,,,Marshall,(Schmidt) A.E. Murray,,,,Acer,,,
ACNI5,SANI9,Saccharodendron nigrum,,Saccharodendron,,nigrum,,,,,,,,,,,(Michx. f.) Small,,,,,Saccharodendron,,,
ACOP3,,Acer opalus,,Acer,,opalus,,,,,,,,,,,Mill.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACOPO,,Acer opalus ssp. obtusatum,,Acer,,opalus,ssp.,,obtusatum,,,,,,,,Mill.,(Waldst. & Kit. ex Willd.) Gams,,,,Acer,Aceraceae,ACERAC,Plantae
ACOPO,ACOB7,Acer obtusatum,,Acer,,obtusatum,,,,,,,,,,,Waldst. & Kit. ex Willd.,,,,,Acer,,,
ACPA2,,Acer palmatum,,Acer,,palmatum,,,,,,,,,,,Thunb.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACPE,,Acer pensylvanicum,,Acer,,pensylvanicum,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACPL,,Acer platanoides,,Acer,,platanoides,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACPL,ACPLS,Acer platanoides var. schwedleri,,Acer,,platanoides,,,,var.,,schwedleri,,,,,L.,G. Nicholson,,,,Acer,,,
ACPS,,Acer pseudoplatanus,,Acer,,pseudoplatanus,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACRU,,Acer rubrum,,Acer,,rubrum,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACRU,ACBA2,Acer barbatum,,Acer,,barbatum,,,,,,,,,,,Michx. p.p.,,,,,Acer,,,
ACRUD,,Acer rubrum var. drummondii,,Acer,,rubrum,,,,var.,,drummondii,,,,,L.,(Hook. & Arn. ex Nutt.) Sarg.,,,,Acer,Aceraceae,ACERAC,Plantae
ACRUD,ACDR,Acer drummondii,,Acer,,drummondii,,,,,,,,,,,Hook. & Arn. ex Nutt.,,,,,Acer,,,
ACRUD,ACRUD2,Acer rubrum ssp. drummondii,,Acer,,rubrum,ssp.,,drummondii,,,,,,,,L.,(Hook. & Arn. ex Nutt.) A.E. Murray,,,,Acer,,,
ACRUD,RUDR3,Rufacer drummondii,,Rufacer,,drummondii,,,,,,,,,,,(Hook. & Arn. ex Nutt.) Small,,,,,Rufacer,,,
ACRUR,,Acer rubrum var. rubrum,,Acer,,rubrum,,,,var.,,rubrum,,,,,L.,L.,,,,Acer,Aceraceae,ACERAC,Plantae
ACRUR,ACRUT2,Acer rubrum var. tomentosum,,Acer,,rubrum,,,,var.,,tomentosum,,,,,L.,Tausch,,,,Acer,,,
ACRUR,ACST,Acer stenocarpum,,Acer,,stenocarpum,,,,,,,,,,,Britton,,,,,Acer,,,
ACRUR,RURU5,Rufacer rubrum,,Rufacer,,rubrum,,,,,,,,,,,(L.) Small,,,,,Rufacer,,,
ACRUT,,Acer rubrum var. trilobum,,Acer,,rubrum,,,,var.,,trilobum,,,,,L.,Torr. & A. Gray ex K. Koch,,,,Acer,Aceraceae,ACERAC,Plantae
ACRUT,ACCA9,Acer carolinianum,,Acer,,carolinianum,,,,,,,,,,,Walter,,,,,Acer,,,
ACRUT,ACRUT3,Acer rubrum var. tridens,,Acer,,rubrum,,,,var.,,tridens,,,,,L.,Alph. Wood,,,,Acer,,,
ACRUT,RUCA7,Rufacer carolinianum,,Rufacer,,carolinianum,,,,,,,,,,,(Walter) Small,,,,,Rufacer,,,
ACSA2,,Acer saccharinum,,Acer,,saccharinum,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACSA2,ACDA2,Acer dasycarpum,,Acer,,dasycarpum,,,,,,,,,,,Ehrh.,,,,,Acer,,,
ACSA2,ACSAL3,Acer saccharinum var. laciniatum,,Acer,,saccharinum,,,,var.,,laciniatum,,,,,L.,Pax,,,,Acer,,,
ACSA2,ACSAW,Acer saccharinum var. wieri,,Acer,,saccharinum,,,,var.,,wieri,,,,,L.,Rehder,,,,Acer,,,
ACSA2,ARSA9,Argentacer saccharinum,,Argentacer,,saccharinum,,,,,,,,,,,(L.) Small,,,,,Argentacer,,,
ACSA3,,Acer saccharum,,Acer,,saccharum,,,,,,,,,,,Marshall,,,,,Acer,Aceraceae,ACERAC,Plantae
ACSAS,,Acer saccharum var. saccharum,,Acer,,saccharum,,,,var.,,saccharum,,,,,Marshall,Marshall,,,,Acer,Aceraceae,ACERAC,Plantae
ACSAS,ACNIG,Acer nigrum var. glaucum,,Acer,,nigrum,,,,var.,,glaucum,,,,,Michx. f.,(F. Schmidt) Fosberg,,,,Acer,,,
ACSAS,ACNIS2,Acer nigrum var. saccharophorum,,Acer,,nigrum,,,,var.,,saccharophorum,,,,,Michx. f.,(K. Koch) R.T. Clausen,,,,Acer,,,
ACSAS,ACSAG,Acer saccharum var. glaucum,,Acer,,saccharum,,,,var.,,glaucum,,,,,Marshall,(F. Schmidt) Sarg.,,,,Acer,,,
ACSAS,ACSAR,Acer saccharum var. rugellii,,Acer,,saccharum,,,,var.,,rugellii,,,,,Marshall,(Pax) Rehder,,,,Acer,,,
ACSAS,SASA18,Saccharodendron saccharum,,Saccharodendron,,saccharum,,,,,,,,,,,(Marshall) Moldenke,,,,,Saccharodendron,,,
ACSAS2,,Acer saccharum var. schneckii,,Acer,,saccharum,,,,var.,,schneckii,,,,,Marshall,Rehder,,,,Acer,Aceraceae,ACERAC,Plantae
ACSAS2,ACSAO,Acer saccharum ssp. ozarkense,,Acer,,saccharum,ssp.,,ozarkense,,,,,,,,Marshall,A.E. Murray,,,,Acer,,,
ACSAS2,ACSAS4,Acer saccharum ssp. schneckii,,Acer,,saccharum,ssp.,,schneckii,,,,,,,,Marshall,(Rehder) Desmarais,,,,Acer,,,
ACSP2,,Acer spicatum,,Acer,,spicatum,,,,,,,,,,,Lam.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACTA80,,Acer tataricum,,Acer,,tataricum,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACTAT2,,Acer tataricum var. torminaloides,,Acer,,tataricum,,,,var.,,torminaloides,,,,,L.,Pax,,,,Acer,Aceraceae,ACERAC,Plantae
ACHIL,,Achillea,,Achillea,,,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACAE2,,Achillea aegyptiaca,,Achillea,,aegyptiaca,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACAE2,ACTA3,Achillea taygetea,,Achillea,,taygetea,,,,,,,,,,,Boiss. & Heldr.,,,,,Achillea,,,
ACAG,,Achillea ageratifolia,,Achillea,,ageratifolia,,,,,,,,,,,(Sm.) Boiss.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACAG3,,Achillea ageratum,,Achillea,,ageratum,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACAL17,,Achillea alpina,,Achillea,,alpina,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACBI6,,Achillea biserrata,,Achillea,,biserrata,,,,,,,,,,,M. Bieb.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCA29,,Achillea cartilaginea,,Achillea,,cartilaginea,,,,,,,,,,,Ledeb. ex Rchb.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCH6,,Achillea chrysocoma,,Achillea,,chrysocoma,,,,,,,,,,,Friv.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCL3,,Achillea clavennae,,Achillea,,clavennae,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCL4,,Achillea clusiana,,Achillea,,clusiana,,,,,,,,,,,Tausch,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCL5,,Achillea clypeolata,,Achillea,,clypeolata,,,,,,,,,,,Sm.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCO19,,Achillea collina,,Achillea,,collina,,,,,,,,,,,Becker ex Rchb.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCO20,,Achillea conferta,,Achillea,,conferta,,,,,,,,,,,DC.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACCR3,,Achillea crithmifolia,,Achillea,,crithmifolia,,,,,,,,,,,Waldst. & Kit.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACDI6,,Achillea distans,,Achillea,,distans,,,,,,,,,,,Waldst. & Kit. ex Willd.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACDI6,ACDE10,Achillea dentifera,,Achillea,,dentifera,,,,,,,,,,,DC.,,,,,Achillea,,,
ACDIT,,Achillea distans ssp. tanacetifolia,,Achillea,,distans,ssp.,,tanacetifolia,,,,,,,,Waldst. & Kit. ex Willd.,(All.) Janch.,,,,Achillea,Asteraceae,ASTERA,Plantae
ACDIT,ACTA2,Achillea tanacetifolia,,Achillea,,tanacetifolia,,,,,,,,,,,All.,,,,,Achillea,,,
ACER7,,Achillea erba-rotta,,Achillea,,erba-rotta,,,,,,,,,,,All.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACERR,,Achillea erba-rotta ssp. rupestris,,Achillea,,erba-rotta,ssp.,,rupestris,,,,,,,,All.,(Porta) I. Richardson,,,,Achillea,Asteraceae,ASTERA,Plantae
ACERR,ACRU13,Achillea rupestris,,Achillea,,rupestris,,,,,,,,,,,Porta,,,,,Achillea,,,
ACFI,,Achillea filipendulina,,Achillea,,filipendulina,,,,,,,,,,,Lam.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACGR12,,Achillea grandifolia,,Achillea,,grandifolia,,,,,,,,,,,Friv.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACIM6,,Achillea impatiens,,Achillea,,impatiens,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACLI2,,Achillea ligustica,,Achillea,,ligustica,,,,,,,,,,,All.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACLI7,,Achillea lingulata,,Achillea,,lingulata,,,,,,,,,,,Waldst. & Kit.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMA15,,Achillea macrocephala,,Achillea,,macrocephala,,,,,,,,,,,Rupr.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMA15,ACPTM,Achillea ptarmica ssp. macrocephala,,Achillea,,ptarmica,ssp.,,macrocephala,,,,,,,,L.,(Rupr.) Heimerl,,,,Achillea,,,
ACMA13,,Achillea macrophylla,,Achillea,,macrophylla,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMI2,,Achillea millefolium,,Achillea,,millefolium,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIA,,Achillea millefolium var. alpicola,,Achillea,,millefolium,,,,var.,,alpicola,,,,,L.,(Rydb.) Garrett,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIA,ACAL11,Achillea alpicola,,Achillea,,alpicola,,,,,,,,,,,(Rydb.) Rydb.,,,,,Achillea,,,
ACMIA,ACFU,Achillea fusca,,Achillea,,fusca,,,,,,,,,,,Rydb.,,,,,Achillea,,,
ACMIA,ACLAA,Achillea lanulosa ssp. alpicola,,Achillea,,lanulosa,ssp.,,alpicola,,,,,,,,Nutt.,(Rydb.) D.D. Keck,,,,Achillea,,,
ACMIA,ACLAA2,Achillea lanulosa var. alpicola,,Achillea,,lanulosa,,,,var.,,alpicola,,,,,Nutt.,Rydb.,,,,Achillea,,,
ACMIA,ACMIF,Achillea millefolium var. fusca,,Achillea,,millefolium,,,,var.,,fusca,,,,,L.,(Rydb.) G.N. Jones,,,,Achillea,,,
ACMIA,ACSU3,Achillea subalpina,,Achillea,,subalpina,,,,,,,,,,,Greene,,,,,Achillea,,,
ACMIA2,,Achillea millefolium var. arenicola,,Achillea,,millefolium,,,,var.,,arenicola,,,,,L.,(A. Heller) Nobs,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIA2,ACAR6,Achillea arenicola,,Achillea,,arenicola,,,,,,,,,,,A. Heller,,,,,Achillea,,,
ACMIA2,ACBOA,Achillea borealis ssp. arenicola,,Achillea,,borealis,ssp.,,arenicola,,,,,,,,Bong.,(A. Heller) D.D. Keck,,,,Achillea,,,
ACMIA2,ACBOA2,Achillea borealis var. arenicola,,Achillea,,borealis,,,,var.,,arenicola,,,,,Bong.,(A. Heller) J.T. Howell,,,,Achillea,,,
ACMIA2,ACMIM4,Achillea millefolium var. maritima,,Achillea,,millefolium,,,,var.,,maritima,,,,,L.,Jeps.,,,,Achillea,,,
ACMIB,,Achillea millefolium var. borealis,,Achillea,,millefolium,,,,var.,,borealis,,,,,L.,(Bong.) Farw.,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIB,ACBO,Achillea borealis,,Achillea,,borealis,,,,,,,,,,,Bong.,,,,,Achillea,,,
ACMIB,ACBOT,Achillea borealis ssp. typica,,Achillea,,borealis,ssp.,,typica,,,,,,,,Bong.,D.D. Keck,,,,Achillea,,,
ACMIB,ACMIA3,Achillea millefolium ssp. atrotegula,,Achillea,,millefolium,ssp.,,atrotegula,,,,,,,,L.,B. Boivin,,,,Achillea,,,
ACMIB,ACMIB2,Achillea millefolium ssp. borealis,,Achillea,,millefolium,ssp.,,borealis,,,,,,,,L.,(Bong.) Breitung,,,,Achillea,,,
ACMIB,ACMIF2,Achillea millefolium var. fulva,,Achillea,,millefolium,,,,var.,,fulva,,,,,L.,B. Boivin,,,,Achillea,,,
ACMIB,ACMIP3,Achillea millefolium var. parviligula,,Achillea,,millefolium,,,,var.,,parviligula,,,,,L.,B. Boivin,,,,Achillea,,,
ACMIB,ACMIP4,Achillea millefolium var. parvula,,Achillea,,millefolium,,,,var.,,parvula,,,,,L.,B. Boivin,,,,Achillea,,,
ACMIC,,Achillea millefolium var. californica,,Achillea,,millefolium,,,,var.,,californica,,,,,L.,(Pollard) Jeps.,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIC,ACBOC,Achillea borealis ssp. californica,,Achillea,,borealis,ssp.,,californica,,,,,,,,Bong.,(Pollard) D.D. Keck,,,,Achillea,,,
ACMIC,ACBOC2,Achillea borealis var. californica,,Achillea,,borealis,,,,var.,,californica,,,,,Bong.,(Pollard) J.T. Howell,,,,Achillea,,,
ACMIC,ACCA7,Achillea californica,,Achillea,,californica,,,,,,,,,,,Pollard,,,,,Achillea,,,
ACMIG,,Achillea millefolium var. gigantea,,Achillea,,millefolium,,,,var.,,gigantea,,,,,L.,(Pollard) Nobs,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIG,ACGI2,Achillea gigantea,,Achillea,,gigantea,,,,,,,,,,,Pollard,,,,,Achillea,,,
ACMIL2,,Achillea millefolium var. litoralis,,Achillea,,millefolium,,,,var.,,litoralis,,,,,L.,Ehrend. ex Nobs,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIM5,,Achillea millefolium var. megacephala,,Achillea,,millefolium,,,,var.,,megacephala,,,,,L.,(Raup) B. Boivin,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIM2,,Achillea millefolium var. millefolium,,Achillea,,millefolium,,,,var.,,millefolium,,,,,L.,L.,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIM2,ACMA14,Achillea magna,,Achillea,,magna,,,,,,,,,,,auct.,,,,,Achillea,,,
ACMIN,,Achillea millefolium var. nigrescens,,Achillea,,millefolium,,,,var.,,nigrescens,,,,,L.,E. Mey.,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIN,ACNI4,Achillea nigrescens,,Achillea,,nigrescens,,,,,,,,,,,(E. Mey.) Rydb.,,,,,Achillea,,,
ACMIO,,Achillea millefolium var. occidentalis,,Achillea,,millefolium,,,,var.,,occidentalis,,,,,L.,DC.,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIO,ACAN7,Achillea angustissima,,Achillea,,angustissima,,,,,,,,,,,Rydb.,,,,,Achillea,,,
ACMIO,ACAS2,Achillea aspleniifolia,,Achillea,,aspleniifolia,,,,,,,,,,,auct. non Vent.,,,,,Achillea,,,
ACMIO,ACER2,Achillea eradiata,,Achillea,,eradiata,,,,,,,,,,,Piper,,,,,Achillea,,,
ACMIO,ACGR5,Achillea gracilis,,Achillea,,gracilis,,,,,,,,,,,Raf.,,,,,Achillea,,,
ACMIO,ACLA3,Achillea laxiflora,,Achillea,,laxiflora,,,,,,,,,,,Pollard & Cockerell,,,,,Achillea,,,
ACMIO,ACLA5,Achillea lanulosa,,Achillea,,lanulosa,,,,,,,,,,,Nutt.,,,,,Achillea,,,
ACMIO,ACLAA3,Achillea lanulosa var. arachnoidea,,Achillea,,lanulosa,,,,var.,,arachnoidea,,,,,Nutt.,Lunell,,,,Achillea,,,
ACMIO,ACLAE,Achillea lanulosa var. eradiata,,Achillea,,lanulosa,,,,var.,,eradiata,,,,,Nutt.,(Piper) M. Peck,,,,Achillea,,,
ACMIO,ACLAT,Achillea lanulosa ssp. typica,,Achillea,,lanulosa,ssp.,,typica,,,,,,,,Nutt.,D.D. Keck,,,,Achillea,,,
ACMIO,ACMIA4,Achillea millefolium var. aspleniifolia,,Achillea,,millefolium,,,,var.,,aspleniifolia,,,,,L.,(Vent.) Farw.,,,,Achillea,,,
ACMIO,ACMIG2,Achillea millefolium var. gracilis,,Achillea,,millefolium,,,,var.,,gracilis,,,,,L.,(Raf.) Raf. ex DC.,,,,Achillea,,,
ACMIO,ACMIL,Achillea millefolium ssp. lanulosa,,Achillea,,millefolium,ssp.,,lanulosa,,,,,,,,L.,(Nutt.) Piper,,,,Achillea,,,
ACMIO,ACMIL3,Achillea millefolium var. lanulosa,,Achillea,,millefolium,,,,var.,,lanulosa,,,,,L.,(Nutt.) Piper,,,,Achillea,,,
ACMIO,ACMIO2,Achillea millefolium ssp. occidentalis,,Achillea,,millefolium,ssp.,,occidentalis,,,,,,,,L.,(DC.) Hyl.,,,,Achillea,,,
ACMIO,ACMIP5,Achillea millefolium ssp. pallidotegula,,Achillea,,millefolium,ssp.,,pallidotegula,,,,,,,,L.,B. Boivin,,,,Achillea,,,
ACMIO,ACMIR,Achillea millefolium var. rosea,,Achillea,,millefolium,,,,var.,,rosea,,,,,L.,(Desf.) Torr. & A. Gray,,,,Achillea,,,
ACMIO,ACMIR2,Achillea millefolium var. russeolata,,Achillea,,millefolium,,,,var.,,russeolata,,,,,L.,B. Boivin,,,,Achillea,,,
ACMIO,ACOC,Achillea occidentalis,,Achillea,,occidentalis,,,,,,,,,,,(DC.) Raf. ex Rydb.,,,,,Achillea,,,
ACMIO,ACRO4,Achillea rosea,,Achillea,,rosea,,,,,,,,,,,Desf.,,,,,Achillea,,,
ACMIO,ACTO3,Achillea tomentosa,,Achillea,,tomentosa,,,,,,,,,,,"Pursh, non L.",,,,,Achillea,,,
ACMIP,,Achillea millefolium var. pacifica,,Achillea,,millefolium,,,,var.,,pacifica,,,,,L.,(Rydb.) G.N. Jones,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIP,ACPA5,Achillea pacifica,,Achillea,,pacifica,,,,,,,,,,,Rydb.,,,,,Achillea,,,
ACMIP2,,Achillea millefolium var. puberula,,Achillea,,millefolium,,,,var.,,puberula,,,,,L.,(Rydb.) Nobs,,,,Achillea,Asteraceae,ASTERA,Plantae
ACMIP2,ACPU2,Achillea puberula,,Achillea,,puberula,,,,,,,,,,,Rydb.,,,,,Achillea,,,
ACNO,,Achillea nobilis,,Achillea,,nobilis,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACOD2,,Achillea odorata,,Achillea,,odorata,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACPA11,,Achillea pannonica,,Achillea,,pannonica,,,,,,,,,,,Scheele,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACPT,,Achillea ptarmica,,Achillea,,ptarmica,,,,,,,,,,,L.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACPY5,,Achillea pyrenaica,,Achillea,,pyrenaica,,,,,,,,,,,Sibth. ex Godr.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACSE10,,Achillea setacea,,Achillea,,setacea,,,,,,,,,,,Waldst. & Kit.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACSI,,Achillea sibirica,,Achillea,,sibirica,,,,,,,,,,,Ledeb.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACSI,ACMU3,Achillea multiflora,,Achillea,,multiflora,,,,,,,,,,,Hook.,,,,,Achillea,,,
ACUM,,Achillea umbellata,,Achillea,,umbellata,,,,,,,,,,,Sm.,,,,,Achillea,Asteraceae,ASTERA,Plantae
ACHLY,,Achlys,,Achlys,,,,,,,,,,,,,DC.,,,,,Achlys,Berberidaceae,BERBER,Plantae
ACCA6,,Achlys californica,,Achlys,,californica,,,,,,,,,,,I. Fukuda & H.G. Baker,,,,,Achlys,Berberidaceae,BERBER,Plantae
ACTR,,Achlys triphylla,,Achlys,,triphylla,,,,,,,,,,,(Sm.) DC.,,,,,Achlys,Berberidaceae,BERBER,Plantae
ACTR,ACTRT,Achlys triphylla ssp. triphylla,,Achlys,,triphylla,ssp.,,triphylla,,,,,,,,(Sm.) DC.,(Sm.) DC.,,,,Achlys,,,
ACHNA,,Achnatherum,,Achnatherum,,,,,,,,,,,,,P. Beauv.,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACBL,,Achnatherum ×bloomeri,,Achnatherum,×,bloomeri,,,,,,,,,,,(Bol.) Barkworth,,,,hymenoides × occidentale,Achnatherum,Poaceae,POACEA,Plantae
ACBL,ORBL,Oryzopsis bloomeri,,Oryzopsis,,bloomeri,,,,,,,,,,,(Bol.) Ricker,,,,,Oryzopsis,,,
ACBL,STBL4,Stipa bloomeri,,Stipa,,bloomeri,,,,,,,,,,,Bol.,,,,,Stipa,,,
ACBL,STBL5,Stiporyzopsis bloomeri,,Stiporyzopsis,,bloomeri,,,,,,,,,,,(Bol.) B.L. Johnson,,,,,Stiporyzopsis,,,
ACAR14,,Achnatherum aridum,,Achnatherum,,aridum,,,,,,,,,,,(M.E. Jones) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACAR14,STAR2,Stipa arida,,Stipa,,arida,,,,,,,,,,,M.E. Jones,,,,,Stipa,,,
ACBR5,,Achnatherum brachychaetum,,Achnatherum,,brachychaetum,,,,,,,,,,,(Godr.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
